0.839999;4.269228;2.017960
0.849999;4.290581;1.996452
0.859999;4.311551;1.974350
0.869999;4.332143;1.951664
0.879999;4.352364;1.928406
0.889999;4.372221;1.904586
0.899999;4.391721;1.880213
0.909999;4.410870;1.855299
0.919999;4.429674;1.829851
0.929999;4.448140;1.803881
0.939999;4.466274;1.777397
0.949999;4.484081;1.750409
0.959999;4.501567;1.722926
0.969999;4.518739;1.694956
0.979999;4.535602;1.666509
0.989999;4.552161;1.637593
0.999999;4.568422;1.608216
1.009999;4.584391;1.578387
1.019999;4.600071;1.548114
1.029999;4.615470;1.517405
1.039999;4.630591;1.486268
1.049999;4.645441;1.454710
1.059999;4.660023;1.422739
1.069999;4.674342;1.390363
1.079999;4.688404;1.357588
1.089999;4.702213;1.324423
1.099999;4.715773;1.290873
1.109999;4.729089;1.256946
1.119999;4.742166;1.222649
1.129999;4.755006;1.187989
1.139999;4.767616;1.152971
1.149999;4.779999;1.117602
1.159999;4.792159;1.081890
1.169999;4.804100;1.045838
1.179999;4.815826;1.009455
1.189999;4.827342;0.972746
1.199999;4.838649;0.935717
1.209999;4.849753;0.898373
1.219999;4.860658;0.860720
1.229999;4.871366;0.822764
1.239999;4.881881;0.784510
1.249999;4.892207;0.745964
1.259999;4.902348;0.707131
1.269999;4.912305;0.668015
1.279999;4.922084;0.628623
1.289999;4.931686;0.588959
1.299999;4.941116;0.549028
1.309999;4.950376;0.508834
1.319999;4.959469;0.468383
1.329999;4.968399;0.427679
1.339999;4.977167;0.386727
1.349999;4.985778;0.345531
1.359999;4.994234;0.304095
1.369999;5.002537;0.262425
1.379999;5.010692;0.220523
1.389999;5.018699;0.178395
1.399999;5.026563;0.136043
1.409999;5.034285;0.093474
1.419999;5.041867;0.050689
1.429999;5.049314;0.007694
1.439999;5.056626;-0.035509
1.449999;5.063807;-0.078915
1.459999;5.070858;-0.122520
1.469999;5.077783;-0.166322
1.479999;5.084582;-0.210316
1.489999;5.091260;-0.254499
1.499999;5.097817;-0.298868
1.509999;5.104257;-0.343420
1.519999;5.110580;-0.388150
1.529999;5.116789;-0.433056
1.539999;5.122887;-0.478135
1.549999;5.128875;-0.523384
1.559999;5.134756;-0.568799
1.569999;5.140530;-0.614378
1.579999;5.146201;-0.660117
1.589999;5.151769;-0.706014
1.599999;5.157237;-0.752065
1.609999;5.162607;-0.798269
1.619999;5.167880;-0.844622
1.629999;5.173058;-0.891122
1.639999;5.178143;-0.937766
1.649999;5.183136;-0.984551
1.659999;5.188039;-1.031475
1.669999;5.192854;-1.078536
1.679999;5.197583;-1.125730
1.689999;5.202227;-1.173056
1.699999;5.206787;-1.220511
1.709999;5.211265;-1.268093
1.719999;5.215662;-1.315799
1.729999;5.219980;-1.363628
1.739999;5.224221;-1.411576
1.749999;5.228385;-1.459643
1.759999;5.232474;-1.507825
1.769999;5.236489;-1.556121
1.779999;5.240432;-1.604529
1.789999;5.244305;-1.653047
1.799999;5.248107;-1.701672
1.809999;5.251841;-1.750403
1.819999;5.255508;-1.799237
1.829999;5.259109;-1.848174
1.839999;5.262645;-1.897211
1.849999;5.266117;-1.946346
1.859999;5.269527;-1.995578
1.869999;5.272875;-2.044904
1.879999;5.276164;-2.094324
1.889999;5.279393;-2.143835
1.899999;5.282564;-2.193436
1.909999;5.285677;-2.243125
1.919999;5.288735;-2.292901
1.929999;5.291738;-2.342762
1.939999;5.294687;-2.392706
1.949998;5.297583;-2.442732
1.959998;5.300426;-2.492839
1.969998;5.303218;-2.543025
1.979998;5.305960;-2.593288
1.989998;5.308653;-2.643628
1.999998;5.311297;-2.694043
2.009999;5.313894;-2.744531
2.019999;5.316443;-2.795091
2.029999;5.318947;-2.845723
2.039999;5.321406;-2.896424
2.049999;5.323821;-2.947193
2.059999;5.326192;-2.998029
2.069999;5.328521;-3.048932
2.079998;5.330807;-3.099899
2.089998;5.333053;-3.150930
2.099998;5.335258;-3.202023
2.109998;5.337423;-3.253178
2.119998;5.339549;-3.304393
2.129998;5.341637;-3.355666
2.139998;5.343688;-3.406998
2.149998;5.345701;-3.458387
2.159998;5.347679;-3.509832
2.169998;5.349620;-3.561332
2.179998;5.351527;-3.612886
2.189998;5.353400;-3.664494
2.199998;5.355238;-3.716153
2.209998;5.357044;-3.767863
2.219998;5.358818;-3.819623
2.229998;5.360559;-3.871433
2.239998;5.362269;-3.923291
2.249998;5.363948;-3.975197
2.259998;5.365597;-4.027149
2.269998;5.367216;-4.079147
2.279998;5.368806;-4.131191
2.289998;5.370368;-4.183279
2.299998;5.371902;-4.235410
2.309998;5.373407;-4.287583
2.319998;5.374886;-4.339799
2.329998;5.376338;-4.392056
2.339998;5.377764;-4.444353
2.349998;5.379164;-4.496689
2.359998;5.380539;-4.549065
2.369998;5.381889;-4.601479
2.379998;5.383215;-4.653931
2.389998;5.384518;-4.706419
2.399998;5.385797;-4.758944
2.409998;5.387052;-4.811503
2.419998;5.388285;-4.864099
2.429998;5.389496;-4.916728
2.439998;5.390685;-4.969391
2.449998;5.391853;-5.022087
2.459998;5.393000;-5.074815
2.469998;5.394125;-5.127575
2.479998;5.395231;-5.180367
2.489998;5.396317;-5.233190
2.499998;5.397383;-5.286042
2.509998;5.398430;-5.338924
2.519998;5.399458;-5.391836
2.529998;5.400468;-5.444776
2.539998;5.401460;-5.497744
2.549998;5.402433;-5.550739
2.559998;5.403389;-5.603762
2.569998;5.404328;-5.656811
2.579998;5.405251;-5.709887
2.589998;5.406156;-5.762988
2.599998;5.407045;-5.816114
2.609998;5.407918;-5.869265
2.619998;5.408776;-5.922441
2.629998;5.409618;-5.975640
2.639998;5.410445;-6.028862
2.649998;5.411257;-6.082108
2.659998;5.412054;-6.135376
2.669998;5.412837;-6.188666
2.679998;5.413606;-6.241978
2.689998;5.414361;-6.295311
2.699998;5.415103;-6.348666
2.709998;5.415831;-6.402041
2.719998;5.416546;-6.455436
2.729998;5.417249;-6.508852
2.739998;5.417938;-6.562286
2.749998;5.418615;-6.615740
2.759998;5.419280;-6.669213
2.769998;5.419933;-6.722704
2.779998;5.420574;-6.776213
2.789998;5.421204;-6.829741
2.799998;5.421822;-6.883285
2.809998;5.422429;-6.936847
2.819998;5.423025;-6.990426
2.829998;5.423611;-7.044021
2.839998;5.424186;-7.097633
2.849998;5.424750;-7.151260
2.859998;5.425305;-7.204904
2.869998;5.425849;-7.258563
2.879998;5.426384;-7.312236
2.889998;5.426909;-7.365925
2.899998;5.427424;-7.419628
2.909998;5.427931;-7.473346
2.919998;5.428428;-7.527078
2.929998;5.428916;-7.580823
2.939998;5.429396;-7.634583
2.949998;5.429867;-7.688355
2.959998;5.430329;-7.742141
2.969998;5.430783;-7.795939
2.979998;5.431229;-7.849751
2.989998;5.431667;-7.903574
2.999998;5.432097;-7.957410
